Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT002,2025-05-06 06:00:00,471.39,221.16,1042.99,295.06,445.63,74.56,67.84,62.42,6.83,521.49,61.44,10458.64,459.38,108,9.0,96.23,443.71,40.47,40.89,4.04,89.46,OP1002
PLT004,2025-05-06 07:00:00,473.08,210.44,907.25,293.94,435.99,80.52,80.73,40.14,7.5,526.77,60.27,12771.63,458.1,76,3.0,100.76,450.27,39.61,48.13,4.05,93.63,OP1004
PLT003,2025-05-06 08:00:00,475.19,225.82,1180.05,350.08,440.31,86.97,58.74,56.01,7.13,595.81,57.07,12011.47,569.53,22,2.0,67.27,488.66,29.97,50.82,5.77,82.27,OP1003
PLT003,2025-05-06 09:00:00,500.42,152.07,1077.43,325.42,449.94,86.9,77.46,43.27,6.7,687.98,72.36,14007.98,536.64,113,4.0,91.26,356.65,33.36,53.05,4.71,87.85,OP1003
PLT004,2025-05-06 10:00:00,537.87,232.01,1009.54,277.3,467.36,84.13,76.98,47.16,6.8,520.62,65.84,12447.03,654.21,102,5.0,106.88,399.79,31.92,49.91,5.3,88.52,OP1001
PLT005,2025-05-06 11:00:00,423.55,221.15,1105.28,253.91,476.07,93.37,77.98,53.91,6.68,512.43,60.83,12347.56,523.4,13,9.0,89.4,368.83,42.51,48.44,2.19,95.14,OP1004
PLT004,2025-05-06 12:00:00,567.52,221.52,1086.45,270.17,456.75,81.8,87.99,42.68,6.81,495.38,68.79,11086.65,650.92,41,7.0,98.13,366.03,27.98,65.12,6.75,96.46,OP1001
PLT002,2025-05-06 13:00:00,452.75,170.37,1062.62,286.31,444.6,96.88,57.72,67.87,6.99,574.63,51.7,13275.81,534.8,82,1.0,87.35,430.7,38.15,53.26,8.2,89.46,OP1002
PLT002,2025-05-06 14:00:00,512.81,191.57,892.27,308.89,453.19,81.91,79.37,43.51,6.39,487.09,64.7,11811.51,478.31,81,8.0,63.53,415.18,17.26,56.57,2.95,91.67,OP1004
PLT003,2025-05-06 15:00:00,497.09,194.12,1116.48,288.23,466.1,82.31,72.28,50.06,7.25,589.93,61.16,13280.96,380.51,22,9.0,125.36,434.72,31.25,52.96,5.21,87.57,OP1002
PLT002,2025-05-06 16:00:00,459.65,205.98,1112.88,284.18,467.19,89.53,70.37,40.34,6.34,595.23,74.01,11090.89,606.25,62,2.0,139.4,456.54,41.3,59.43,2.61,90.39,OP1001
PLT004,2025-05-06 17:00:00,556.77,238.16,955.14,335.76,459.25,69.94,68.16,49.1,6.78,472.82,67.52,10929.66,533.96,47,5.0,125.08,363.68,31.07,50.13,3.25,85.56,OP1003
PLT003,2025-05-06 18:00:00,460.29,206.73,1062.99,333.54,452.05,83.26,69.26,60.16,7.35,472.14,56.4,12568.83,416.89,83,9.0,89.12,414.37,40.55,49.37,6.13,97.87,OP1004
PLT004,2025-05-06 19:00:00,570.94,226.08,794.14,300.41,421.54,83.07,70.73,67.92,6.75,562.81,77.85,10615.11,430.19,88,4.0,84.19,388.55,33.93,31.43,2.34,97.47,OP1004
PLT004,2025-05-06 20:00:00,533.4,230.49,822.54,304.29,468.44,92.07,62.44,47.82,6.53,468.06,57.99,11509.04,633.03,98,6.0,101.02,387.13,37.44,31.34,2.98,81.55,OP1001
PLT003,2025-05-06 21:00:00,462.52,216.42,996.09,294.42,452.64,84.61,68.21,53.58,6.86,572.5,75.05,11010.54,482.01,111,0.0,102.17,393.36,34.72,46.42,4.71,99.14,OP1001
PLT005,2025-05-06 22:00:00,440.08,207.11,1099.74,337.99,413.79,90.18,82.25,55.43,6.89,523.54,86.2,12195.25,396.32,88,3.0,86.98,465.97,43.01,48.04,10.29,92.68,OP1002
PLT002,2025-05-06 23:00:00,553.26,227.39,1041.18,283.87,435.48,79.32,75.15,50.94,6.97,421.45,81.54,12146.46,464.36,108,4.0,123.62,442.02,29.66,63.69,8.9,90.1,OP1001
PLT001,2025-05-07 00:00:00,442.95,171.06,998.26,305.23,462.39,80.68,84.51,43.63,7.25,531.64,64.23,15064.57,541.26,73,9.0,121.88,385.82,38.17,66.26,1.67,88.22,OP1002
PLT001,2025-05-07 01:00:00,493.34,215.25,1017.35,314.89,445.29,79.81,71.23,27.47,6.61,612.73,80.71,12935.96,465.98,54,4.0,124.4,440.81,32.36,62.52,4.86,87.67,OP1004
PLT001,2025-05-07 02:00:00,534.84,233.25,1014.3,331.67,446.58,86.62,87.76,61.67,7.06,321.76,55.37,10903.7,630.83,91,6.0,140.63,474.82,35.86,49.28,6.9,87.89,OP1002
PLT002,2025-05-07 03:00:00,523.18,205.5,930.28,262.06,466.95,86.41,97.08,48.56,7.06,523.74,68.06,12273.81,535.57,108,7.0,99.51,372.34,41.55,36.47,0.58,86.39,OP1002
PLT005,2025-05-07 04:00:00,489.86,214.31,1074.92,317.48,430.8,81.71,69.38,46.15,7.15,352.71,69.54,12599.96,385.7,51,1.0,78.05,428.2,44.57,56.51,5.43,92.35,OP1001
PLT004,2025-05-07 05:00:00,463.52,222.99,1062.97,257.84,444.79,84.18,72.79,65.95,6.57,569.58,76.36,14278.51,608.02,104,8.0,126.77,436.01,41.03,55.27,9.06,89.57,OP1002
PLT003,2025-05-07 06:00:00,536.1,194.97,1182.33,285.17,418.02,88.73,80.08,44.27,6.92,429.85,67.58,9852.73,464.26,59,5.0,108.35,364.75,42.85,52.18,4.02,93.87,OP1001
PLT005,2025-05-07 07:00:00,405.95,,1070.38,292.0,450.64,85.6,72.81,60.86,6.91,561.7,72.34,11374.43,513.84,34,8.0,132.32,386.54,24.86,43.34,4.26,91.0,OP1001
PLT001,2025-05-07 08:00:00,512.98,178.31,1232.94,293.47,430.75,77.44,70.36,51.52,7.43,562.43,70.07,10664.48,427.21,33,8.0,91.15,404.65,28.2,51.89,4.59,99.46,OP1001
PLT002,2025-05-07 09:00:00,435.17,164.83,953.82,301.95,444.05,86.52,79.63,34.41,7.4,469.87,74.47,12376.06,504.19,11,4.0,109.79,392.93,29.39,57.91,4.97,90.06,OP1001
PLT002,2025-05-07 10:00:00,456.14,216.33,1119.72,236.45,433.21,80.15,89.07,44.95,6.55,580.72,69.42,11865.88,420.38,39,6.0,110.42,435.39,34.3,41.9,3.54,88.84,OP1004
PLT003,2025-05-07 11:00:00,518.42,189.81,1181.97,298.91,480.29,91.73,70.49,59.12,6.88,384.29,72.23,13606.16,296.66,52,8.0,132.53,354.98,43.54,74.0,3.44,91.19,OP1003
PLT004,2025-05-07 12:00:00,462.52,205.64,869.11,357.06,447.66,82.92,75.73,45.97,6.6,677.54,68.45,8096.79,401.49,86,9.0,111.14,473.08,36.03,65.29,8.38,86.78,OP1001
PLT005,2025-05-07 13:00:00,557.86,207.52,,282.31,462.9,83.69,80.04,52.81,6.98,538.94,69.71,11948.32,477.53,29,7.0,85.65,346.19,32.54,51.32,4.53,95.13,OP1001
PLT005,2025-05-07 14:00:00,535.32,210.89,1022.14,273.13,456.62,82.77,78.51,40.08,6.51,781.28,65.09,13718.44,482.91,80,8.0,98.92,454.92,33.7,33.79,3.46,93.3,OP1004
PLT005,2025-05-07 15:00:00,465.12,175.64,1056.91,308.28,470.13,86.92,56.18,71.04,8.09,667.51,74.41,11768.11,521.06,98,0.0,99.87,468.4,36.06,32.45,4.89,96.73,OP1004
PLT004,2025-05-07 16:00:00,488.74,186.97,1200.98,306.64,445.21,86.52,84.38,58.08,7.0,376.77,60.54,10743.05,723.74,66,1.0,112.04,409.76,39.37,37.82,3.6,89.87,OP1003
PLT004,2025-05-07 17:00:00,444.82,224.64,949.84,225.64,441.57,82.34,81.53,50.71,7.09,427.87,60.73,12095.13,403.06,16,9.0,89.59,402.22,36.69,42.23,6.34,88.6,OP1003
PLT004,2025-05-07 18:00:00,523.65,190.94,792.66,346.88,456.39,88.68,65.84,36.37,7.27,460.1,71.36,11741.3,690.47,9,7.0,90.62,354.38,39.89,59.02,6.87,93.71,OP1002
PLT003,2025-05-07 19:00:00,578.41,199.31,1027.9,286.26,452.92,82.01,84.25,68.2,6.96,508.38,61.64,12096.67,448.95,83,6.0,97.4,399.67,38.45,52.01,6.38,93.05,OP1001
PLT002,2025-05-07 20:00:00,440.24,189.99,1005.81,281.2,445.7,79.7,80.74,57.78,6.6,480.63,66.76,13387.44,604.29,100,2.0,98.38,416.53,36.38,62.19,6.39,90.98,OP1002
PLT001,2025-05-07 21:00:00,509.42,211.04,1046.58,294.46,452.03,86.6,71.74,52.27,7.08,296.72,75.96,11039.12,641.71,30,3.0,80.67,411.33,33.45,50.31,3.91,88.24,OP1001
PLT004,2025-05-07 22:00:00,516.17,192.76,912.81,302.51,447.77,87.67,73.69,59.85,7.41,360.83,75.58,11671.33,425.32,100,6.0,63.08,423.98,29.63,34.57,9.45,89.71,OP1001
PLT002,2025-05-07 23:00:00,437.5,233.61,821.36,259.08,448.45,73.94,72.09,38.09,7.2,536.53,80.91,15479.78,385.21,4,9.0,106.19,365.24,35.52,58.69,5.1,92.91,OP1003
PLT004,2025-05-08 00:00:00,449.58,185.37,1179.48,315.78,465.41,79.7,54.62,70.1,7.33,378.76,75.81,9956.88,352.4,78,0.0,70.55,386.35,31.65,44.71,4.48,102.17,OP1002
PLT001,2025-05-08 01:00:00,409.58,172.31,1065.31,287.86,453.3,89.69,68.67,72.58,6.67,434.57,70.44,12822.37,432.5,92,6.0,119.51,409.7,43.9,39.88,6.98,85.16,OP1001
PLT004,2025-05-08 02:00:00,528.04,176.9,1180.21,257.27,434.43,88.3,73.23,59.33,6.76,584.89,64.16,12127.18,494.68,30,7.0,100.05,462.21,33.34,49.45,7.4,89.69,OP1001
PLT002,2025-05-08 03:00:00,482.02,223.88,875.93,361.6,458.09,94.25,78.67,33.06,7.25,349.01,74.54,11061.29,535.87,99,,108.77,438.3,34.41,57.41,5.88,84.81,OP1004
PLT003,2025-05-08 04:00:00,463.72,176.67,1015.75,280.31,426.59,77.77,68.5,44.45,7.05,424.14,57.36,11820.35,534.18,46,0.0,91.7,420.92,50.72,56.09,8.45,99.64,OP1001
PLT001,2025-05-08 05:00:00,603.22,173.65,1082.69,287.42,448.35,79.19,79.7,49.26,7.03,533.49,72.1,10731.26,497.71,23,9.0,117.61,313.35,38.4,61.04,2.2,91.53,OP1003
PLT002,2025-05-08 06:00:00,409.9,216.16,1104.44,271.79,474.45,91.75,86.27,60.33,7.04,574.3,61.45,9944.09,556.78,2,5.0,108.1,446.81,31.64,37.87,1.33,95.43,OP1001
PLT005,2025-05-08 07:00:00,564.25,236.89,1143.93,303.33,473.57,83.63,82.65,32.61,7.15,433.77,75.61,9972.06,471.35,108,7.0,92.31,411.0,34.29,34.03,4.12,99.24,OP1002
PLT005,2025-05-08 08:00:00,392.3,243.76,907.1,262.87,434.44,89.15,76.41,52.5,6.56,474.45,73.94,14677.46,593.63,8,8.0,102.12,376.49,42.55,37.9,2.01,91.81,OP1002
PLT005,2025-05-08 09:00:00,473.96,198.35,993.62,306.98,443.25,82.11,68.45,60.79,6.83,495.39,58.65,9943.32,547.91,101,9.0,89.4,310.97,32.46,49.5,6.03,91.09,OP1001
PLT003,2025-05-08 10:00:00,415.07,139.32,1074.89,294.35,435.27,81.32,75.52,39.12,7.06,380.33,74.82,13682.32,417.0,59,,101.65,484.67,27.82,48.21,6.09,90.86,OP1002
PLT004,2025-05-08 11:00:00,459.0,197.1,1019.5,302.95,465.97,85.05,61.78,49.06,6.95,491.74,50.7,12817.25,482.12,6,4.0,92.47,334.45,35.48,59.62,6.4,83.33,OP1003
PLT004,2025-05-08 12:00:00,472.96,,787.3,280.49,447.46,89.37,64.02,61.05,6.96,756.35,78.5,12004.94,581.26,103,7.0,117.08,348.41,22.91,49.09,6.92,89.2,OP1001
PLT004,2025-05-08 13:00:00,464.51,,1063.79,317.66,460.25,80.73,96.19,53.42,6.61,660.91,65.73,10853.48,504.8,114,9.0,93.77,429.43,33.84,54.27,5.68,98.63,OP1002
PLT003,2025-05-08 14:00:00,512.5,189.64,1044.96,309.21,450.27,82.95,66.34,50.07,6.55,338.36,70.85,12213.35,503.16,43,1.0,78.94,360.99,36.7,34.91,3.6,91.18,OP1003
PLT005,2025-05-08 15:00:00,543.89,207.29,952.91,323.77,446.67,85.77,64.24,43.23,7.43,349.04,68.4,12568.77,544.8,86,8.0,109.24,471.73,38.72,55.92,3.31,91.31,OP1002
PLT004,2025-05-08 16:00:00,494.34,224.93,1020.08,266.05,416.91,80.88,82.78,51.75,6.7,547.44,66.68,11289.03,558.66,17,4.0,54.62,364.1,29.93,52.16,3.85,85.11,OP1002
PLT003,2025-05-08 17:00:00,516.17,181.65,793.12,318.21,452.38,95.94,89.72,64.55,7.35,558.07,72.36,13853.46,213.17,98,2.0,93.03,410.06,32.65,44.07,3.38,83.11,OP1004
PLT003,2025-05-08 18:00:00,578.05,222.65,1170.95,350.78,455.76,87.72,62.86,63.5,7.36,443.1,68.83,11342.33,427.24,39,4.0,94.4,393.3,31.79,63.52,3.47,86.23,OP1004
PLT002,2025-05-08 19:00:00,465.1,215.35,1006.32,295.73,438.03,86.93,67.68,42.5,7.12,597.66,71.79,11626.32,424.15,100,3.0,95.8,356.31,30.74,39.34,3.2,90.23,OP1003
PLT004,2025-05-08 20:00:00,545.19,196.03,926.51,335.03,448.03,81.67,86.99,57.41,6.67,556.8,74.75,11737.64,612.57,64,9.0,86.03,408.2,24.21,44.81,4.87,81.82,OP1002
PLT005,2025-05-08 21:00:00,626.28,216.64,1177.12,274.24,449.13,83.25,67.33,47.98,6.87,448.11,74.79,12019.58,509.9,117,7.0,100.96,366.92,31.66,48.01,5.57,91.72,OP1001
PLT001,2025-05-08 22:00:00,590.71,221.35,837.5,317.5,448.75,80.35,69.34,47.52,6.85,685.97,73.53,10087.03,388.06,16,6.0,97.51,413.87,40.66,35.91,4.0,98.08,OP1003
PLT003,2025-05-08 23:00:00,581.47,234.31,947.67,302.59,448.76,88.38,85.88,36.52,7.06,644.16,70.45,14062.54,500.17,9,5.0,130.23,368.88,42.44,43.71,8.82,88.1,OP1004
PLT002,2025-05-09 00:00:00,536.41,231.47,1127.49,310.57,438.27,83.88,69.12,57.01,7.58,650.64,71.26,10539.54,704.81,112,2.0,112.53,405.88,38.67,43.5,2.6,96.01,OP1002
PLT001,2025-05-09 01:00:00,557.56,178.42,904.09,272.97,438.67,79.69,76.06,45.13,7.33,674.99,73.84,12109.23,449.6,46,8.0,103.94,477.68,37.28,38.18,4.94,84.22,OP1003
PLT003,2025-05-09 02:00:00,475.81,210.78,937.94,331.87,455.91,77.29,79.88,60.18,7.32,535.02,67.49,10751.73,477.6,1,6.0,78.75,451.26,39.49,52.95,0.94,97.36,OP1002
PLT002,2025-05-09 03:00:00,495.93,200.36,1008.62,262.56,441.9,75.85,53.54,40.63,6.95,395.26,72.57,11785.81,564.72,70,7.0,84.96,450.97,48.6,46.36,6.03,90.8,OP1003
PLT004,2025-05-09 04:00:00,490.12,208.57,1061.33,291.3,453.99,76.41,80.01,48.55,7.22,401.06,75.16,11284.49,716.06,74,3.0,91.73,404.61,33.7,36.97,5.84,86.07,OP1002
PLT002,2025-05-09 05:00:00,466.83,202.14,1001.1,286.44,444.9,84.06,88.89,30.47,6.74,540.33,75.4,11679.65,589.89,82,4.0,89.59,243.91,28.28,46.15,5.05,84.98,OP1001
PLT003,2025-05-09 06:00:00,507.33,204.45,1029.86,281.44,428.13,91.63,85.78,27.9,6.85,462.23,78.13,13248.13,601.85,43,1.0,85.85,441.22,42.02,27.05,6.24,96.92,OP1004
PLT004,2025-05-09 07:00:00,473.77,,1010.94,268.99,452.41,83.54,66.22,48.81,6.94,562.14,73.8,10834.81,444.66,21,7.0,119.17,416.14,35.2,60.19,5.71,80.93,OP1001
PLT005,2025-05-09 08:00:00,503.11,188.73,996.23,302.61,460.17,81.25,79.06,44.29,7.14,402.81,84.59,9211.64,328.07,38,4.0,110.54,367.55,25.95,42.79,1.34,93.1,OP1003
PLT002,2025-05-09 09:00:00,430.96,206.08,988.51,252.88,462.19,79.49,66.86,29.88,7.21,503.5,62.94,13233.27,516.8,16,1.0,71.65,464.38,31.87,58.1,2.94,91.0,OP1002
PLT001,2025-05-09 10:00:00,473.33,219.65,988.12,316.99,443.82,74.83,71.23,40.79,7.42,528.29,61.68,13018.04,419.93,82,5.0,122.33,433.21,34.38,59.43,5.83,94.96,OP1003
PLT004,2025-05-09 11:00:00,565.78,197.46,978.04,280.46,453.37,81.51,72.91,59.04,7.21,486.7,61.41,12602.04,368.23,47,7.0,97.3,414.06,30.05,62.67,3.77,99.2,OP1001
PLT004,2025-05-09 12:00:00,509.75,190.86,802.59,306.54,441.47,85.67,83.87,47.6,7.04,594.51,69.8,10835.0,626.12,6,5.0,85.24,397.14,30.12,54.86,5.88,96.63,OP1001
PLT005,2025-05-09 13:00:00,566.74,205.47,1185.94,303.06,471.79,83.99,67.36,,7.53,432.78,65.85,10202.08,365.82,18,1.0,67.73,504.82,36.85,36.7,2.73,98.31,OP1003
PLT002,2025-05-09 14:00:00,469.72,208.73,879.18,262.56,447.0,90.8,74.79,57.62,6.78,401.09,60.45,10661.42,534.77,79,5.0,81.23,406.71,40.17,53.0,6.2,91.91,OP1003
PLT001,2025-05-09 15:00:00,487.59,187.43,942.93,321.92,427.79,83.24,71.79,53.64,6.97,334.3,86.58,12898.28,690.01,104,6.0,100.14,357.15,33.61,43.75,4.92,88.86,OP1003
PLT005,2025-05-09 16:00:00,510.75,193.15,1120.36,351.03,460.8,89.79,91.18,50.74,7.67,468.67,65.95,9697.67,605.6,70,8.0,114.08,386.45,40.69,51.26,4.3,85.72,OP1001
PLT002,2025-05-09 17:00:00,490.27,178.67,1189.79,322.81,444.14,80.81,75.67,37.89,6.33,461.45,78.89,8903.51,583.92,74,1.0,89.67,414.81,33.45,45.39,7.85,77.57,OP1002
PLT001,2025-05-09 18:00:00,430.29,207.89,1110.4,248.04,478.76,89.21,76.92,47.35,6.67,471.72,76.58,12312.8,348.36,48,0.0,80.52,551.26,28.22,51.08,6.2,85.56,OP1003
PLT001,2025-05-09 19:00:00,528.34,194.66,1061.4,310.8,452.36,89.46,78.36,49.51,6.91,419.4,76.21,11401.72,403.2,92,7.0,97.5,423.53,39.36,46.82,0.52,89.68,OP1003
PLT003,2025-05-09 20:00:00,450.72,228.76,1033.16,266.81,446.19,82.06,86.05,63.45,6.99,394.53,69.12,10827.65,459.12,119,3.0,102.58,320.16,47.17,47.48,3.31,91.96,OP1004
PLT001,2025-05-09 21:00:00,499.48,211.73,968.29,238.05,441.43,85.97,85.76,43.37,6.7,681.14,63.04,14260.11,451.42,59,3.0,93.6,423.92,40.88,51.06,5.71,85.74,OP1004
PLT002,2025-05-09 22:00:00,393.48,215.08,1063.66,284.11,432.9,85.38,75.84,55.11,7.45,416.51,66.84,10973.17,324.86,77,2.0,92.47,412.34,37.88,51.75,1.18,85.25,OP1001
PLT005,2025-05-09 23:00:00,467.57,204.47,1110.57,268.69,464.4,88.24,73.97,56.17,7.01,490.48,67.72,15249.66,628.46,93,4.0,148.01,415.18,34.59,66.41,7.3,83.18,OP1004
PLT005,2025-05-10 00:00:00,493.69,218.94,1103.16,299.58,425.23,91.1,79.88,46.17,6.77,534.44,67.12,9264.75,525.78,102,2.0,95.65,366.37,34.12,38.75,6.14,81.43,OP1004
PLT003,2025-05-10 01:00:00,528.07,168.84,1111.09,327.1,458.37,92.05,74.75,,6.78,600.71,73.8,12618.76,597.52,108,4.0,151.24,299.9,32.77,57.7,4.85,94.36,OP1001
PLT002,2025-05-10 02:00:00,438.23,200.93,948.92,295.22,437.78,82.99,71.04,47.02,7.12,505.72,75.59,11254.86,395.55,22,6.0,105.0,361.01,36.11,48.02,7.3,99.28,OP1002
PLT001,2025-05-10 03:00:00,455.44,195.07,1003.27,306.15,439.32,84.52,77.46,54.3,6.99,545.35,61.08,10689.22,583.39,39,3.0,113.24,481.0,33.8,54.93,2.97,94.41,OP1002
PLT003,2025-05-10 04:00:00,588.21,224.22,814.84,265.06,461.26,79.79,76.57,50.75,7.42,424.0,60.35,11204.58,415.1,44,2.0,85.1,405.29,45.97,56.69,7.65,88.99,OP1003
PLT004,2025-05-10 05:00:00,598.26,175.78,1132.87,318.1,437.67,82.76,68.82,61.5,7.09,535.04,64.49,9853.92,486.86,109,0.0,95.64,417.08,32.82,45.88,4.41,88.13,OP1004
PLT002,2025-05-10 06:00:00,525.74,205.82,992.31,315.9,445.97,89.37,81.67,59.08,7.16,533.1,62.62,11581.61,647.28,53,2.0,105.16,390.36,33.9,70.92,3.68,93.57,OP1002
PLT003,2025-05-10 07:00:00,563.98,227.11,822.86,316.25,459.29,89.74,89.88,48.8,7.17,380.3,72.83,11097.5,574.93,82,6.0,122.43,440.62,33.83,48.35,8.08,82.18,OP1002
PLT005,2025-05-10 08:00:00,480.25,199.48,1025.51,277.85,468.92,84.48,70.03,40.1,7.15,432.43,72.61,11769.61,762.07,27,5.0,100.42,454.26,34.77,71.89,6.59,83.48,OP1001
PLT003,2025-05-10 09:00:00,532.67,199.38,1113.33,308.37,442.09,78.14,69.02,43.61,6.67,593.82,71.45,13045.42,501.23,22,9.0,82.27,419.88,29.15,43.13,5.41,101.48,OP1004
PLT004,2025-05-10 10:00:00,530.15,207.0,991.84,346.9,447.49,86.08,85.95,44.47,7.27,626.07,75.41,12749.55,483.22,8,6.0,124.73,448.92,32.82,38.01,3.58,96.02,OP1004
PLT002,2025-05-10 11:00:00,452.92,197.15,1047.76,279.83,436.04,90.65,66.98,38.3,6.57,446.33,66.46,14506.28,470.23,17,8.0,117.39,416.41,38.08,37.75,4.95,98.25,OP1001
PLT003,2025-05-10 12:00:00,509.83,209.54,948.89,296.47,430.95,83.96,89.28,50.48,6.92,422.33,77.53,11250.06,534.29,103,,95.26,398.16,33.39,48.73,7.67,89.78,OP1003
PLT001,2025-05-10 13:00:00,485.23,223.63,908.53,300.55,449.99,91.87,64.27,58.98,7.47,464.83,54.33,12896.08,451.6,90,1.0,117.09,431.9,27.47,40.16,5.01,94.37,OP1003
PLT002,2025-05-10 14:00:00,518.39,207.9,1043.47,296.76,461.91,78.83,78.98,51.92,6.64,516.32,61.61,10451.67,556.53,7,8.0,101.69,433.72,34.14,46.56,4.19,94.13,OP1003
PLT003,2025-05-10 15:00:00,473.25,201.0,916.45,258.96,439.44,82.7,92.59,46.12,6.62,544.7,60.79,15169.02,487.8,36,3.0,96.78,431.08,37.21,49.56,3.01,89.83,OP1004
PLT003,2025-05-10 16:00:00,427.26,217.3,1006.62,274.08,469.25,93.78,69.42,64.54,7.39,455.77,65.89,11252.7,566.31,103,2.0,55.58,417.45,31.82,52.31,5.19,92.93,OP1003
PLT002,2025-05-10 17:00:00,500.86,231.99,876.43,315.85,442.64,91.17,78.98,54.93,6.93,633.28,66.27,9531.09,427.96,22,7.0,86.27,317.97,38.85,53.71,9.19,93.82,OP1002
PLT005,2025-05-10 18:00:00,541.53,188.5,987.88,268.87,439.47,92.27,82.9,49.38,7.12,485.84,68.29,11233.35,497.9,72,0.0,125.23,496.35,37.03,35.38,5.51,93.62,OP1004
PLT001,2025-05-10 19:00:00,541.54,239.44,1077.6,303.11,470.48,80.07,76.03,54.65,6.8,533.78,75.78,10217.73,526.67,49,8.0,109.89,462.91,39.75,58.01,6.28,96.07,OP1003
PLT002,2025-05-10 20:00:00,411.19,189.88,869.66,290.92,455.59,92.01,67.56,49.88,7.24,711.24,66.74,14001.09,600.28,82,7.0,104.89,371.62,36.12,51.26,5.16,95.6,OP1004
PLT001,2025-05-10 21:00:00,509.12,208.94,957.29,321.09,466.3,71.61,71.66,36.53,6.79,494.7,67.6,12513.27,557.02,74,6.0,139.56,378.96,27.79,44.32,2.87,94.67,OP1004
PLT001,2025-05-10 22:00:00,534.43,207.98,918.54,307.97,466.13,84.6,63.64,38.67,7.25,712.51,77.36,11566.11,515.32,49,3.0,111.97,384.06,36.09,35.07,5.83,88.74,OP1004
PLT002,2025-05-10 23:00:00,506.85,209.14,1105.61,289.23,464.62,84.89,63.01,47.74,6.81,631.66,82.66,10996.33,601.15,114,6.0,111.22,446.12,31.9,46.96,2.32,100.82,OP1002
PLT003,2025-05-11 00:00:00,543.23,168.56,1000.58,302.1,449.03,83.22,82.06,51.26,6.93,447.98,79.42,10115.92,533.34,13,2.0,111.64,473.58,29.97,50.5,7.65,90.6,OP1003
PLT005,2025-05-11 01:00:00,429.47,176.59,992.62,323.83,470.23,79.31,95.9,56.57,6.64,525.61,68.37,12179.51,520.48,74,3.0,130.1,494.6,21.55,47.42,3.67,88.09,OP1001
PLT001,2025-05-11 02:00:00,442.75,193.44,981.35,274.5,468.37,76.17,85.7,41.47,7.11,543.95,67.81,9615.58,485.76,116,4.0,106.97,424.97,34.53,27.95,3.02,89.87,OP1002
PLT001,2025-05-11 03:00:00,529.47,188.2,938.26,331.66,431.74,85.68,57.12,52.45,7.1,621.03,78.2,11229.0,517.84,19,4.0,91.09,327.63,41.16,60.68,3.58,93.84,OP1003
PLT003,2025-05-11 04:00:00,482.59,211.64,,328.89,461.89,84.19,62.35,65.72,6.8,546.55,72.94,12825.21,454.55,81,9.0,150.69,376.72,30.36,51.19,4.23,91.69,OP1003
PLT002,2025-05-11 05:00:00,558.65,225.2,969.15,244.49,460.85,84.85,70.56,44.54,7.42,748.73,70.04,13235.59,595.35,47,1.0,120.68,440.74,33.9,59.19,2.95,91.0,OP1001
PLT005,2025-05-11 06:00:00,515.34,160.21,1092.94,262.32,424.35,89.04,79.04,55.4,7.15,473.82,68.74,10400.42,531.24,18,5.0,65.52,438.77,43.23,70.04,6.44,79.07,OP1003
PLT001,2025-05-11 07:00:00,455.23,178.12,944.83,252.66,452.12,82.98,75.9,63.15,6.86,566.42,57.02,12829.76,548.19,90,8.0,116.67,434.81,44.75,49.63,7.01,92.25,OP1004
PLT001,2025-05-11 08:00:00,452.71,190.46,1056.42,318.44,449.97,78.32,76.19,59.22,6.86,457.02,70.02,10770.75,539.03,87,9.0,104.85,356.9,30.99,29.07,2.73,88.8,OP1003
PLT002,2025-05-11 09:00:00,406.16,178.58,854.79,286.32,436.5,88.02,64.96,41.45,7.31,578.14,74.78,9767.61,311.15,36,3.0,119.13,372.09,38.24,50.93,3.55,84.6,OP1002
PLT003,2025-05-11 10:00:00,534.37,194.35,1141.79,287.87,457.7,93.62,75.11,44.91,6.82,608.56,71.78,11041.08,467.18,29,1.0,120.17,403.93,29.3,41.39,6.01,91.69,OP1002
PLT004,2025-05-11 11:00:00,494.16,183.84,1165.24,325.12,446.91,85.04,79.28,50.84,7.74,496.0,68.07,13305.71,406.12,17,3.0,125.06,392.18,39.44,47.46,5.8,91.42,OP1002
PLT003,2025-05-11 12:00:00,545.82,210.78,1054.22,292.74,449.96,83.73,65.96,48.89,7.12,640.45,85.48,12655.3,493.24,108,4.0,120.03,416.09,33.46,50.47,3.76,96.84,OP1004
PLT001,2025-05-11 13:00:00,512.89,255.29,1011.28,312.53,462.37,83.39,70.25,44.4,7.15,589.76,68.59,11789.1,573.14,57,9.0,97.97,413.01,34.43,38.93,3.34,93.4,OP1001
PLT001,2025-05-11 14:00:00,505.73,183.87,910.2,260.52,436.93,83.39,74.74,57.25,6.91,548.2,71.14,12848.42,395.45,55,9.0,116.08,433.37,42.25,41.68,7.04,95.56,OP1001
